row_id,transaction_id,date,time,sku,location,channel,quantity,gross_revenue,net_revenue,vat,cost,gross_profit,discount_amount,discount_pct,is_return
ROW00115199,TXN0049663,2026-04-01,11:57:18,SKU1460,Store C,Retail,1.0,1.162,0.9371,0.2249,0.5644,0.3727,0.0,0.0,False
ROW00115286,TXN0049697,2026-04-02,16:21:16,SKU0841,Store A,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00115298,TXN0049701,2026-04-02,16:56:49,SKU0655,Store A,Retail,1.0,1.66,1.3387,0.3213,0.4324,0.9063,0.0,0.0,False
ROW00115303,TXN0049703,2026-04-02,17:20:48,SKU1562,Store A,Retail,1.0,0.913,0.7363,0.1767,0.4067,0.3296,0.0,0.0,False
ROW00115305,TXN0049704,2026-04-02,17:25:35,SKU1013,Store A,Retail,1.0,0.913,0.7363,0.1767,0.4648,0.2715,0.249,0.2143,False
ROW00115387,TXN0049734,2026-04-02,13:09:48,SKU1715,Store B,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00115410,TXN0049745,2026-04-02,14:43:09,SKU1321,Store B,Retail,1.0,1.2699,1.0241,0.2458,0.6225,0.4016,0.1411,0.1,False
ROW00115448,TXN0049764,2026-04-02,17:15:30,SKU0532,Store B,Retail,1.0,3.071,2.4766,0.5944,0.9794,1.4972,0.0,0.0,False
ROW00115472,TXN0049776,2026-04-02,17:31:12,SKU0710,Store B,Retail,2.0,1.826,1.4726,0.3534,0.6308,0.8418,0.0,0.0,False
ROW00115494,TXN0049784,2026-04-02,18:49:17,SKU1701,Store B,Retail,3.0,3.237,2.6105,0.6265,1.4691,1.1414,0.0,0.0,False
ROW00115539,TXN0049804,2026-04-02,13:00:06,SKU0928,Store C,Retail,2.0,6.474,5.2209,1.2531,2.8884,2.3325,0.0,0.0,False
ROW00115545,TXN0049806,2026-04-02,13:17:37,SKU1408,Store C,Retail,1.0,1.66,1.3387,0.3213,0.7387,0.6,0.0,0.0,False
ROW00115565,TXN0049815,2026-04-02,14:01:49,SKU0713,Store C,Retail,1.0,1.245,1.0041,0.2409,0.3071,0.697,0.0,0.0,False
ROW00115615,TXN0049833,2026-04-02,18:33:31,SKU1744,Store C,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00115639,TXN0049847,2026-04-03,11:52:56,SKU0438,Store A,Retail,8.0,0.664,0.5355,0.1285,0.2112,0.3244,1.328,0.6667,False
ROW00115652,TXN0049849,2026-04-03,12:47:19,SKU0441,Store A,Retail,1.0,0.083,0.0669,0.0161,0.0243,0.0426,0.166,0.6667,False
ROW00115659,TXN0049851,2026-04-03,12:48:21,SKU0631,Store A,Retail,1.0,0.83,0.6694,0.1606,0.2824,0.3869,0.0,0.0,False
ROW00115669,TXN0049856,2026-04-03,13:50:04,SKU0441,Store A,Retail,6.0,0.498,0.4016,0.0964,0.1459,0.2557,0.996,0.6667,False
ROW00115706,TXN0049872,2026-04-03,15:44:30,SKU0007,Store A,Retail,1.0,0.581,0.4685,0.1125,0.2094,0.2591,0.0,0.0,False
ROW00115793,TXN0049917,2026-04-03,13:45:18,SKU1787,Store B,Retail,1.0,2.905,2.3428,0.5622,1.3695,0.9733,0.0,0.0,False
ROW00115807,TXN0049922,2026-04-03,14:34:50,SKU0228,Store B,Retail,2.0,0.498,0.4016,0.0964,0.1203,0.2813,0.0,0.0,False
ROW00115825,TXN0049931,2026-04-03,15:12:12,SKU1510,Store B,Retail,2.0,1.494,1.2048,0.2892,0.7636,0.4412,0.0,0.0,False
ROW00115833,TXN0049935,2026-04-03,15:23:08,SKU1725,Store B,Retail,1.0,2.158,1.7403,0.4177,1.5687,0.1716,1.162,0.35,False
ROW00115853,TXN0049940,2026-04-03,15:27:41,SKU1077,Store B,Retail,1.0,1.66,1.3387,0.3213,0.4755,0.8632,0.0,0.0,False
ROW00115972,TXN0050006,2026-04-03,14:58:57,SKU0228,Store C,Retail,1.0,0.249,0.2008,0.0482,0.0602,0.1406,0.0,0.0,False
ROW00115977,TXN0050009,2026-04-03,15:14:31,SKU1787,Store C,Retail,1.0,2.905,2.3428,0.5622,1.3695,0.9733,0.0,0.0,False
ROW00115992,TXN0050016,2026-04-03,15:57:34,SKU1536,Store C,Retail,1.0,0.996,0.8032,0.1928,0.4233,0.3799,0.0,0.0,False
ROW00116016,TXN0050029,2026-04-04,12:00:29,SKU1546,Store A,Retail,1.0,0.747,0.6024,0.1446,0.3818,0.2206,0.0,0.0,False
ROW00116043,TXN0050041,2026-04-04,14:36:48,SKU1208,Store A,Retail,1.0,2.324,1.8742,0.4498,1.0458,0.8284,0.0,0.0,False
ROW00116048,TXN0050042,2026-04-04,14:37:58,SKU1558,Store A,Retail,2.0,1.494,1.2048,0.2892,0.7636,0.4412,0.0,0.0,False
ROW00116096,TXN0050063,2026-04-04,17:17:26,SKU1249,Store A,Retail,1.0,0.747,0.6024,0.1446,0.3154,0.287,0.0,0.0,False
ROW00116130,TXN0050075,2026-04-04,11:38:59,SKU0659,Store B,Retail,1.0,0.83,0.6694,0.1606,0.2716,0.3978,0.0,0.0,False
ROW00116167,TXN0050091,2026-04-04,14:30:58,SKU0899,Store B,Retail,2.0,0.8964,0.7229,0.1735,0.3154,0.4075,0.0996,0.1,False
ROW00116226,TXN0050112,2026-04-04,16:09:27,SKU1013,Store B,Retail,1.0,0.913,0.7363,0.1767,0.4648,0.2715,0.249,0.2143,False
ROW00116238,TXN0050115,2026-04-04,16:27:06,SKU1629,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00116263,TXN0050120,2026-04-04,17:02:45,SKU0583,Store B,Retail,1.0,0.083,0.0669,0.0161,0.0249,0.042,0.083,0.5,False
ROW00116265,TXN0050120,2026-04-04,17:02:45,SKU1790,Store B,Retail,1.0,2.324,1.8742,0.4498,1.3695,0.5047,0.581,0.2,False
ROW00116324,TXN0050151,2026-04-04,11:04:33,SKU1283,Store C,Retail,1.0,0.664,0.5355,0.1285,0.2988,0.2367,0.0,0.0,False
ROW00116326,TXN0050152,2026-04-04,11:05:33,SKU0861,Store C,Retail,1.0,0.498,0.4016,0.0964,0.2846,0.117,0.0,0.0,False
ROW00116331,TXN0050157,2026-04-04,11:18:44,SKU1543,Store C,Retail,2.0,3.32,2.6774,0.6426,1.6102,1.0672,0.0,0.0,False
ROW00116335,TXN0050160,2026-04-04,11:20:09,SKU1077,Store C,Retail,1.0,1.66,1.3387,0.3213,0.4755,0.8632,0.0,0.0,False
ROW00116363,TXN0050172,2026-04-04,12:37:46,SKU1253,Store C,Retail,1.0,1.162,0.9371,0.2249,0.5976,0.3395,0.332,0.2222,False
ROW00116418,TXN0050202,2026-04-04,14:56:12,SKU0803,Store C,Retail,1.0,1.328,1.0709,0.2571,0.2407,0.8302,0.0,0.0,False
ROW00116503,TXN0050241,2026-04-04,17:26:32,SKU0678,Store C,Retail,2.0,3.652,2.9452,0.7068,0.8234,2.1218,0.0,0.0,False
ROW00116505,TXN0050242,2026-04-04,17:28:05,SKU0861,Store C,Retail,2.0,0.996,0.8032,0.1928,0.5692,0.234,0.0,0.0,False
ROW00116547,TXN0050267,2026-04-05,10:26:51,SKU0761,Store A,Retail,1.0,1.494,1.2048,0.2892,0.5976,0.6072,0.0,0.0,False
ROW00116559,TXN0050272,2026-04-05,12:26:53,SKU0664,Store A,Retail,1.0,3.32,2.6774,0.6426,1.9123,0.7651,0.913,0.2157,False
ROW00116577,TXN0050280,2026-04-05,13:02:58,SKU0519,Store A,Retail,4.0,1.328,1.0709,0.2571,0.3184,0.7526,0.0,0.0,False
ROW00116600,TXN0050287,2026-04-05,13:55:02,SKU0659,Store A,Retail,1.0,0.83,0.6694,0.1606,0.2716,0.3978,0.0,0.0,False
ROW00116702,TXN0050322,2026-04-05,12:52:15,SKU0441,Store B,Retail,1.0,0.083,0.0669,0.0161,0.0243,0.0426,0.166,0.6667,False
ROW00116724,TXN0050335,2026-04-05,16:11:58,SKU0711,Store B,Retail,1.0,0.747,0.6024,0.1446,0.2905,0.3119,0.0,0.0,False
ROW00116728,TXN0050337,2026-04-05,16:28:49,SKU0986,Store B,Retail,1.0,1.494,1.2048,0.2892,0.6059,0.5989,0.0,0.0,False
ROW00116782,TXN0050363,2026-04-05,11:11:43,SKU0166,Store C,Retail,1.0,1.66,1.3387,0.3213,0.415,0.9237,0.0,0.0,False
ROW00116827,TXN0050382,2026-04-05,12:10:53,SKU1790,Store C,Retail,1.0,2.324,1.8742,0.4498,1.3695,0.5047,0.581,0.2,False
ROW00116910,TXN0050404,2026-04-05,14:10:39,SKU1466,Store C,Retail,1.0,3.154,2.5435,0.6105,1.2865,1.257,0.0,0.0,False
ROW00116911,TXN0050405,2026-04-05,14:12:55,SKU1384,Store C,Retail,1.0,0.996,0.8032,0.1928,0.4897,0.3135,0.0,0.0,False
ROW00116922,TXN0050411,2026-04-05,14:35:03,SKU0804,Store C,Retail,2.0,2.656,2.1419,0.5141,0.5478,1.5941,0.0,0.0,False
ROW00116926,TXN0050412,2026-04-05,14:37:21,SKU0070,Store C,Retail,1.0,1.577,1.2718,0.3052,0.6225,0.6493,0.0,0.0,False
ROW00116936,TXN0050414,2026-04-05,14:46:33,SKU0583,Store C,Retail,1.0,0.083,0.0669,0.0161,0.0251,0.0418,0.083,0.5,False
ROW00117001,TXN0050438,2026-04-05,16:35:31,SKU1416,Store C,Retail,1.0,1.079,0.8702,0.2088,0.4777,0.3925,0.0,0.0,False
ROW00117016,TXN0050445,2026-04-06,10:38:16,SKU0438,Store A,Retail,1.0,0.083,0.0669,0.0161,0.0264,0.0405,0.166,0.6667,False
ROW00117019,TXN0050446,2026-04-06,10:38:41,SKU0189,Store A,Retail,1.0,0.083,0.0669,0.0161,0.0264,0.0405,0.166,0.6667,False
ROW00117067,TXN0050466,2026-04-06,12:54:31,SKU0936,Store B,Retail,1.0,9.0885,7.3294,1.7591,4.5982,2.7312,0.0,0.0,False
ROW00117075,TXN0050467,2026-04-06,13:32:43,SKU0841,Store B,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00117173,TXN0050520,2026-04-06,13:41:45,SKU1606,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00117199,TXN0050531,2026-04-06,15:51:11,SKU0260,Store C,Retail,1.0,1.826,1.4726,0.3534,0.7171,0.7555,0.0,0.0,False
ROW00117220,TXN0050541,2026-04-06,18:54:03,SKU1592,Store C,Retail,1.0,1.162,0.9371,0.2249,0.415,0.5221,0.0,0.0,False
ROW00117228,TXN0050546,2026-04-07,13:40:34,SKU0898,Store A,Retail,1.0,7.387,5.9572,1.4298,3.3449,2.6123,0.0,0.0,False
ROW00117231,TXN0050547,2026-04-07,13:43:23,SKU0108,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00117281,TXN0050567,2026-04-07,12:49:12,SKU0879,Store B,Retail,2.0,0.332,0.2678,0.0642,0.0622,0.2055,0.083,0.2,False
ROW00117295,TXN0050577,2026-04-07,15:13:10,SKU0532,Store B,Retail,1.0,3.071,2.4766,0.5944,0.9794,1.4972,0.0,0.0,False
ROW00117325,TXN0050591,2026-04-07,10:13:57,SKU1615,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00117352,TXN0050608,2026-04-07,17:27:49,SKU1711,Store C,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00117380,TXN0050621,2026-04-07,08:59:32,SKU0532,Warehouse,Wholesale,12.0,20.9957,16.932,4.0637,11.7528,5.1792,15.8563,0.4303,False
ROW00117413,TXN0050627,2026-04-08,13:17:37,SKU0801,Store A,Retail,2.0,2.8386,2.2892,0.5494,1.245,1.0442,0.3154,0.1,False
ROW00117447,TXN0050642,2026-04-08,16:11:23,SKU0613,Store A,Retail,1.0,1.162,0.9371,0.2249,0.5561,0.381,0.0,0.0,False
ROW00117465,TXN0050652,2026-04-08,18:17:15,SKU0841,Store A,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00117496,TXN0050665,2026-04-08,11:45:48,SKU0633,Store B,Retail,1.0,1.992,1.6065,0.3855,0.7968,0.8097,0.0,0.0,False
ROW00117543,TXN0050688,2026-04-08,17:36:29,SKU1766,Store B,Retail,1.0,1.9422,1.5663,0.3759,0.7945,0.7718,0.2158,0.1,False
ROW00117556,TXN0050693,2026-04-08,18:10:59,SKU1663,Store B,Retail,1.0,1.245,1.0041,0.2409,1.0241,-0.02,1.162,0.4828,False
ROW00117595,TXN0050718,2026-04-08,15:13:42,SKU0635,Store C,Retail,1.0,1.992,1.6065,0.3855,0.7138,0.8927,0.0,0.0,False
ROW00117614,TXN0050725,2026-04-08,17:32:14,SKU1787,Store C,Retail,1.0,2.324,1.8742,0.4498,1.3695,0.5047,0.581,0.2,False
ROW00117660,TXN0050748,2026-04-09,19:48:09,SKU1629,Store A,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00117688,TXN0050758,2026-04-09,12:42:26,SKU0863,Store B,Retail,2.0,1.245,1.0041,0.2409,0.8632,0.1409,1.245,0.5,False
ROW00117693,TXN0050761,2026-04-09,13:04:28,SKU1744,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00117711,TXN0050769,2026-04-09,14:46:28,SKU0086,Store B,Retail,1.0,0.8217,0.6627,0.159,0.3735,0.2892,0.0913,0.1,False
ROW00117778,TXN0050798,2026-04-09,12:38:15,SKU0007,Store C,Retail,3.0,1.743,1.4056,0.3374,0.6282,0.7774,0.0,0.0,False
ROW00117831,TXN0050823,2026-04-10,14:58:14,SKU0681,Store A,Retail,1.0,1.0458,0.8434,0.2024,0.3826,0.4607,0.1162,0.1,False
ROW00117847,TXN0050828,2026-04-10,17:04:19,SKU0710,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3154,0.4209,0.0,0.0,False
ROW00117869,TXN0050833,2026-04-10,19:17:52,SKU0091,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00117899,TXN0050838,2026-04-10,10:41:30,SKU1761,Store B,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00117973,TXN0050868,2026-04-10,17:44:11,SKU1270,Store B,Retail,1.0,1.3446,1.0844,0.2602,0.6142,0.4702,0.1494,0.1,False
ROW00117974,TXN0050868,2026-04-10,17:44:11,SKU1790,Store B,Retail,1.0,2.324,1.8742,0.4498,1.3695,0.5047,0.581,0.2,False
ROW00118031,TXN0050894,2026-04-10,14:38:40,SKU0863,Store C,Retail,1.0,0.6225,0.502,0.1205,0.4316,0.0704,0.6225,0.5,False
ROW00118078,TXN0050917,2026-04-10,18:26:14,SKU0883,Store C,Retail,2.0,0.2988,0.2409,0.0579,0.1411,0.0998,0.0332,0.1,False
ROW00118082,TXN0050919,2026-04-10,19:15:43,SKU1049,Store C,Retail,1.0,1.245,1.0041,0.2409,0.3583,0.6457,0.0,0.0,False
ROW00118094,TXN0050925,2026-04-10,12:33:42,SKU0668,Warehouse,Wholesale,15.0,49.0928,39.591,9.5018,28.6848,10.9062,14.4022,0.2268,False
ROW00118111,TXN0050938,2026-04-11,13:42:12,SKU0019,Store A,Retail,1.0,13.197,10.6428,2.5542,5.1203,5.5225,0.0,0.0,False
ROW00118201,TXN0050971,2026-04-11,18:32:15,SKU1711,Store A,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00118218,TXN0050977,2026-04-11,20:40:32,SKU0784,Store A,Retail,1.0,0.913,0.7363,0.1767,0.3984,0.3379,0.0,0.0,False
ROW00118223,TXN0050979,2026-04-11,20:44:30,SKU1787,Store A,Retail,1.0,2.905,2.3428,0.5622,1.3695,0.9733,0.0,0.0,False
ROW00118236,TXN0050980,2026-04-11,10:53:20,SKU1663,Store A,Retail,1.0,1.245,1.0041,0.2409,1.0241,-0.02,1.162,0.4828,False
ROW00118260,TXN0050991,2026-04-11,12:22:08,SKU0861,Store B,Retail,1.0,0.498,0.4016,0.0964,0.2846,0.117,0.0,0.0,False
ROW00118273,TXN0050996,2026-04-11,12:59:55,SKU0681,Store B,Retail,1.0,1.162,0.9371,0.2249,0.3826,0.5544,0.0,0.0,False
ROW00118309,TXN0051012,2026-04-11,15:08:43,SKU0861,Store B,Retail,2.0,0.996,0.8032,0.1928,0.5692,0.234,0.0,0.0,False
ROW00118336,TXN0051021,2026-04-11,17:14:15,SKU1444,Store B,Retail,1.0,0.8217,0.6627,0.159,0.4482,0.2145,0.0913,0.1,False
ROW00118372,TXN0051040,2026-04-11,10:45:02,SKU1715,Store C,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00118419,TXN0051066,2026-04-11,13:42:48,SKU0861,Store C,Retail,1.0,0.498,0.4016,0.0964,0.2846,0.117,0.0,0.0,False
ROW00118431,TXN0051073,2026-04-11,14:47:35,SKU0982,Store C,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00118475,TXN0051095,2026-04-11,16:09:19,SKU0861,Store C,Retail,1.0,0.498,0.4016,0.0964,0.2846,0.117,0.0,0.0,False
ROW00118546,TXN0051127,2026-04-12,14:57:41,SKU1615,Store A,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00118549,TXN0051128,2026-04-12,15:15:14,SKU1077,Store A,Retail,1.0,1.66,1.3387,0.3213,0.4755,0.8632,0.0,0.0,False
ROW00118562,TXN0051133,2026-04-12,16:49:39,SKU0564,Store A,Retail,1.0,1.66,1.3387,0.3213,0.4897,0.849,0.0,0.0,False
ROW00118626,TXN0051157,2026-04-12,14:23:34,SKU1629,Store B,Retail,2.0,0.166,0.166,0.0,0.166,0.0,0.0,0.0,False
ROW00118644,TXN0051162,2026-04-12,14:55:41,SKU1424,Store B,Retail,1.0,0.2241,0.1807,0.0434,0.0743,0.1064,0.0249,0.1,False
ROW00118651,TXN0051163,2026-04-12,14:57:51,SKU0153,Store B,Retail,1.0,0.3154,0.2544,0.061,0.1231,0.1313,0.0581,0.1556,False
ROW00118682,TXN0051178,2026-04-12,17:53:10,SKU1444,Store B,Retail,1.0,0.913,0.7363,0.1767,0.4482,0.2881,0.0,0.0,False
ROW00118737,TXN0051204,2026-04-12,12:57:57,SKU1606,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00118760,TXN0051216,2026-04-12,13:50:18,SKU0953,Store C,Retail,1.0,2.407,1.9411,0.4659,0.8674,1.0738,0.0,0.0,False
ROW00118768,TXN0051219,2026-04-12,13:54:20,SKU0841,Store C,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00118812,TXN0051239,2026-04-12,17:21:18,SKU1687,Store C,Retail,1.0,0.498,0.4016,0.0964,0.3486,0.053,0.415,0.4545,False
ROW00118840,TXN0051250,2026-04-13,14:30:30,SKU1741,Store A,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00118851,TXN0051253,2026-04-13,15:15:39,SKU1364,Store A,Retail,1.0,2.075,1.6734,0.4016,0.7885,0.8849,0.0,0.0,False
ROW00118866,TXN0051256,2026-04-13,16:05:42,SKU1212,Store A,Retail,1.0,1.494,1.2048,0.2892,0.8217,0.3831,0.166,0.1,False
ROW00118906,TXN0051274,2026-04-13,10:26:12,SKU0883,Store B,Retail,10.0,1.66,1.3387,0.3213,0.7055,0.6332,0.0,0.0,False
ROW00118931,TXN0051286,2026-04-13,13:20:01,SKU1629,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00118943,TXN0051294,2026-04-13,14:07:30,SKU1606,Store B,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00118979,TXN0051310,2026-04-13,16:00:17,SKU0712,Store B,Retail,1.0,1.245,1.0041,0.2409,0.3071,0.697,0.0,0.0,False
ROW00119030,TXN0051338,2026-04-13,10:35:44,SKU1077,Store C,Retail,1.0,1.66,1.3387,0.3213,0.4755,0.8632,0.0,0.0,False
ROW00119034,TXN0051339,2026-04-13,10:42:18,SKU1446,Store C,Retail,1.0,0.913,0.7363,0.1767,0.4482,0.2881,0.0,0.0,False
ROW00119062,TXN0051352,2026-04-13,13:28:41,SKU1629,Store C,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00119157,TXN0051397,2026-04-14,14:50:17,SKU1404,Store A,Retail,1.0,0.996,0.8032,0.1928,0.381,0.4222,0.0,0.0,False
ROW00119172,TXN0051402,2026-04-14,15:25:01,SKU1716,Store A,Retail,1.0,1.328,1.0709,0.2571,0.498,0.5729,0.0,0.0,False
ROW00119179,TXN0051406,2026-04-14,17:42:52,SKU0883,Store A,Retail,1.0,0.1494,0.1205,0.0289,0.0706,0.05,0.0166,0.1,False
ROW00119215,TXN0051420,2026-04-14,06:00:55,SKU0247,Store A,Retail,1.0,1.577,1.2718,0.3052,0.7719,0.4999,0.0,0.0,False
ROW00119249,TXN0051431,2026-04-14,12:18:16,SKU0105,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3735,0.3628,0.0,0.0,False
ROW00119264,TXN0051440,2026-04-14,13:40:18,SKU0260,Store B,Retail,2.0,3.652,2.9452,0.7068,1.4342,1.5109,0.0,0.0,False
ROW00119283,TXN0051452,2026-04-14,15:01:05,SKU0157,Store B,Retail,1.0,0.913,0.7363,0.1767,0.3569,0.3794,0.0,0.0,False
ROW00119285,TXN0051452,2026-04-14,15:01:05,SKU1049,Store B,Retail,1.0,1.245,1.0041,0.2409,0.3583,0.6457,0.0,0.0,False
ROW00119287,TXN0051453,2026-04-14,15:04:36,SKU0709,Store B,Retail,1.0,0.83,0.6694,0.1606,0.2,0.4694,0.0,0.0,False
ROW00119383,TXN0051501,2026-04-14,14:58:54,SKU0008,Store C,Retail,1.0,0.581,0.4685,0.1125,0.2094,0.2591,0.0,0.0,False
ROW00119413,TXN0051517,2026-04-14,09:54:46,SKU1648,Warehouse,Wholesale,9.0,18.5256,14.94,3.5856,10.3833,4.5567,2.3904,0.1143,False
ROW00119427,TXN0051521,2026-04-15,12:16:58,SKU1629,Store A,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00119514,TXN0051558,2026-04-15,18:43:13,SKU0438,Store A,Retail,1.0,0.083,0.0669,0.0161,0.0264,0.0405,0.166,0.6667,False
ROW00119517,TXN0051560,2026-04-15,20:35:16,SKU0713,Store A,Retail,1.0,1.245,1.0041,0.2409,0.3071,0.697,0.0,0.0,False
ROW00119564,TXN0051588,2026-04-15,14:48:31,SKU1559,Store B,Retail,1.0,0.6723,0.5422,0.1301,0.3818,0.1604,0.0747,0.1,False
ROW00119576,TXN0051593,2026-04-15,15:05:02,SKU1030,Store B,Retail,2.0,1.328,1.0709,0.2571,0.8798,0.1911,0.498,0.2727,False
ROW00119610,TXN0051608,2026-04-15,17:30:26,SKU1513,Store B,Retail,1.0,0.747,0.6024,0.1446,0.3818,0.2206,0.0,0.0,False
ROW00119619,TXN0051612,2026-04-15,17:32:26,SKU0692,Store B,Retail,1.0,0.498,0.4016,0.0964,0.21,0.1916,0.0,0.0,False
ROW00119670,TXN0051633,2026-04-15,13:31:45,SKU1759,Store C,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00119678,TXN0051638,2026-04-15,14:59:39,SKU1629,Store C,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00119716,TXN0051659,2026-04-15,15:58:10,SKU1030,Warehouse,Wholesale,5.0,3.32,2.6774,0.6426,2.1995,0.4779,1.245,0.2727,False
ROW00119720,TXN0051661,2026-04-16,11:43:19,SKU1618,Store A,Retail,1.0,0.996,0.8032,0.1928,0.498,0.3052,0.0,0.0,False
ROW00119762,TXN0051680,2026-04-16,16:24:34,SKU1663,Store A,Retail,2.0,2.49,2.0081,0.4819,2.0481,-0.04,2.324,0.4828,False
ROW00119792,TXN0051693,2026-04-16,19:52:31,SKU0841,Store A,Retail,1.0,0.2905,0.2343,0.0562,0.1909,0.0434,0.0,0.0,False
ROW00119836,TXN0051708,2026-04-16,13:52:10,SKU0952,Store B,Retail,1.0,2.1663,1.747,0.4193,0.8922,0.8547,0.2407,0.1,False
ROW00119848,TXN0051712,2026-04-16,14:02:40,SKU0232,Store B,Retail,1.0,0.664,0.5355,0.1285,0.1328,0.4027,0.0,0.0,False
ROW00119890,TXN0051735,2026-04-16,16:22:46,SKU0711,Store B,Retail,1.0,0.747,0.6024,0.1446,0.2905,0.3119,0.0,0.0,False
ROW00119944,TXN0051763,2026-04-16,19:27:02,SKU1384,Store B,Retail,1.0,0.996,0.8032,0.1928,0.4897,0.3135,0.0,0.0,False
ROW00119945,TXN0051764,2026-04-16,19:38:28,SKU0583,Store B,Retail,2.0,0.166,0.1339,0.0321,0.0501,0.0837,0.166,0.5,False
ROW00119990,TXN0051785,2026-04-16,15:02:42,SKU0635,Store C,Retail,1.0,1.992,1.6065,0.3855,0.7138,0.8927,0.0,0.0,False
ROW00120014,TXN0051797,2026-04-16,17:16:33,SKU1322,Store C,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00120020,TXN0051798,2026-04-16,18:07:33,SKU1687,Store C,Retail,3.0,1.494,1.2048,0.2892,1.0458,0.159,1.245,0.4545,False
ROW00120037,TXN0051811,2026-04-17,12:23:10,SKU0189,Store A,Retail,1.0,0.083,0.0669,0.0161,0.0264,0.0405,0.166,0.6667,False
ROW00120055,TXN0051817,2026-04-17,14:56:45,SKU0438,Store A,Retail,4.0,0.332,0.2678,0.0642,0.1056,0.1622,0.664,0.6667,False
ROW00120095,TXN0051831,2026-04-17,17:39:08,SKU1216,Store A,Retail,1.0,1.0458,0.8434,0.2024,0.3619,0.4815,0.1162,0.1,False
ROW00120124,TXN0051842,2026-04-17,10:47:12,SKU0867,Store B,Retail,1.0,0.0415,0.0334,0.0081,0.0181,0.0154,0.0415,0.5,False
ROW00120133,TXN0051846,2026-04-17,12:00:29,SKU1715,Store B,Retail,1.0,1.328,1.0709,0.2571,0.5063,0.5646,0.0,0.0,False
ROW00120142,TXN0051851,2026-04-17,12:35:13,SKU1233,Store B,Retail,1.0,1.245,1.0041,0.2409,0.5146,0.4895,0.0,0.0,False
ROW00120175,TXN0051862,2026-04-17,14:39:54,SKU0678,Store B,Retail,1.0,1.826,1.4726,0.3534,0.4117,1.0609,0.0,0.0,False
ROW00120178,TXN0051862,2026-04-17,14:39:54,SKU1787,Store B,Retail,1.0,2.905,2.3428,0.5622,1.3695,0.9733,0.0,0.0,False
ROW00120273,TXN0051911,2026-04-17,19:16:39,SKU0692,Store B,Retail,1.0,0.498,0.4016,0.0964,0.21,0.1916,0.0,0.0,False
ROW00120291,TXN0051918,2026-04-17,12:18:49,SKU1364,Store C,Retail,1.0,2.075,1.6734,0.4016,0.7885,0.8849,0.0,0.0,False
ROW00120352,TXN0051946,2026-04-17,19:46:45,SKU0658,Store C,Retail,1.0,0.83,0.6694,0.1606,0.2716,0.3978,0.0,0.0,False
ROW00120383,TXN0051959,2026-04-18,12:26:31,SKU1271,Store A,Retail,1.0,2.075,1.6734,0.4016,0.9047,0.7687,0.0,0.0,False
ROW00120400,TXN0051972,2026-04-18,15:20:22,SKU0698,Store A,Retail,1.0,1.7181,1.3856,0.3325,0.6032,0.7824,0.1909,0.1,False
