sku,product_name,revenue,units,profit,revenue_share,cumulative_share,abc_class,monthly_avg_units,cv,xyz_class,segment
SKU0758,Product 0758,44.4465,5.0,13.2265,0.0002,0.9786,C,0.3333,3.873,Z,CZ
SKU0026,Product 0026,44.3718,49.0,27.9158,0.0002,0.9788,C,3.2667,2.4448,Z,CZ
SKU1242,Product 1242,44.2971,60.0,22.775,0.0002,0.979,C,4.0,2.3261,Z,CZ
SKU1762,Product 1762,43.6912,34.0,18.0203,0.0002,0.9792,C,2.2667,1.7366,Z,CZ
SKU0885,Product 0885,43.575,18.0,10.9388,0.0002,0.9793,C,1.2,2.8031,Z,CZ
SKU1192,Product 1192,43.5169,11.0,5.2229,0.0002,0.9795,C,0.7333,3.5133,Z,CZ
SKU0742,Product 0742,42.9525,12.0,13.8545,0.0002,0.9797,C,0.8,1.9016,Z,CZ
SKU0994,Product 0994,42.8944,48.0,15.8674,0.0002,0.9799,C,3.2,2.1977,Z,CZ
SKU1588,Product 1588,42.4296,33.0,17.5092,0.0002,0.9801,C,2.2,1.852,Z,CZ
SKU1308,Product 1308,42.0727,14.0,14.1494,0.0002,0.9803,C,0.9333,2.0436,Z,CZ
SKU1154,Product 1154,41.5664,16.0,12.4589,0.0002,0.9805,C,1.0667,2.5172,Z,CZ
SKU1302,Product 1302,41.2095,25.0,17.6714,0.0002,0.9806,C,1.6667,3.0817,Z,CZ
SKU0004,Product 0004,40.836,99.0,26.4538,0.0002,0.9808,C,6.6,2.9623,Z,CZ
SKU1026,Product 1026,40.7862,56.0,14.2996,0.0002,0.981,C,3.7333,1.1519,Z,CZ
SKU1578,Product 1578,40.67,20.0,-7.9513,0.0002,0.9812,C,1.3333,1.9978,Z,CZ
SKU0695,Product 0695,40.338,5.0,1.8821,0.0002,0.9813,C,0.3333,2.4495,Z,CZ
SKU1215,Product 1215,40.2633,45.0,13.4221,0.0002,0.9815,C,3.0,2.4004,Z,CZ
SKU1760,Product 1760,39.9894,32.0,17.0269,0.0002,0.9817,C,2.1333,1.6795,Z,CZ
SKU0449,Product 0449,39.9728,35.0,21.4111,0.0002,0.9818,C,2.3333,2.9052,Z,CZ
SKU1740,Product 1740,39.84,6.0,12.2588,0.0002,0.982,C,0.4,2.2756,Z,CZ
SKU1538,Product 1538,39.6408,20.0,17.7345,0.0002,0.9822,C,1.3333,2.2796,Z,CZ
SKU0268,Product 0268,39.591,17.0,12.3155,0.0002,0.9824,C,1.1333,3.0359,Z,CZ
SKU0222,Product 0222,38.8108,34.0,14.4898,0.0002,0.9825,C,2.2667,2.2025,Z,CZ
SKU0838,Product 0838,38.2796,169.0,19.4451,0.0002,0.9827,C,11.2667,1.0255,Z,CZ
SKU1002,Product 1002,37.9725,36.0,3.7312,0.0002,0.9829,C,2.4,2.754,Z,CZ
SKU1232,Product 1232,37.4828,113.0,15.2228,0.0002,0.983,C,7.5333,2.535,Z,CZ
SKU1776,Product 1776,37.35,30.0,1.0378,0.0002,0.9832,C,2.0,1.6903,Z,CZ
SKU1622,Product 1622,37.3168,60.0,13.2871,0.0002,0.9833,C,4.0,1.5584,Z,CZ
SKU1673,Product 1673,37.101,47.0,3.8837,0.0002,0.9835,C,3.1333,3.873,Z,CZ
SKU0995,Product 0995,37.101,53.0,14.0843,0.0002,0.9837,C,3.5333,1.3095,Z,CZ
SKU0988,Product 0988,37.0512,29.0,15.4378,0.0002,0.9838,C,1.9333,1.8697,Z,CZ
SKU0173,Product 0173,36.9765,30.0,17.0489,0.0002,0.984,C,2.0,2.1794,Z,CZ
SKU0783,Product 0783,36.935,58.0,13.4438,0.0002,0.9841,C,3.8667,1.8205,Z,CZ
SKU0874,Product 0874,36.852,115.0,15.4023,0.0002,0.9843,C,7.6667,2.3022,Z,CZ
SKU0755,Product 0755,36.8188,152.0,17.1647,0.0002,0.9845,C,10.1333,1.4183,Z,CZ
SKU0234,Product 0234,36.7856,28.0,12.8357,0.0002,0.9846,C,1.8667,2.3861,Z,CZ
SKU0945,Product 0945,36.7275,25.0,15.9241,0.0002,0.9848,C,1.6667,2.8203,Z,CZ
SKU0715,Product 0715,35.856,18.0,15.6198,0.0002,0.9849,C,1.2,2.2316,Z,CZ
SKU1106,Product 1106,35.6568,219.0,19.6682,0.0002,0.9851,C,14.6,2.8031,Z,CZ
SKU1548,Product 1548,35.1588,20.0,8.6948,0.0002,0.9852,C,1.3333,1.4639,Z,CZ
SKU1078,Product 1078,35.1588,36.0,16.325,0.0002,0.9854,C,2.4,1.7523,Z,CZ
SKU1556,Product 1556,35.109,29.0,14.3535,0.0002,0.9855,C,1.9333,1.4161,Z,CZ
SKU1411,Product 1411,34.86,12.0,11.588,0.0002,0.9857,C,0.8,2.1234,Z,CZ
SKU0514,Product 0514,34.5612,35.0,16.964,0.0001,0.9858,C,2.3333,0.8365,Y,CY
SKU1239,Product 1239,34.2126,168.0,-42.0681,0.0001,0.986,C,11.2,1.8992,Z,CZ
SKU1564,Product 1564,33.2415,45.0,13.7348,0.0001,0.9861,C,3.0,3.873,Z,CZ
SKU0754,Product 0754,33.2415,92.0,5.4074,0.0001,0.9863,C,6.1333,2.8393,Z,CZ
SKU1778,Product 1778,32.204,25.0,1.8396,0.0001,0.9864,C,1.6667,1.9596,Z,CZ
SKU1217,Product 1217,32.0961,60.0,9.4501,0.0001,0.9865,C,4.0,3.873,Z,CZ
SKU0600,Product 0600,32.0712,28.0,10.7575,0.0001,0.9867,C,1.8667,1.898,Z,CZ
SKU0694,Product 0694,31.955,39.0,17.3551,0.0001,0.9868,C,2.6,3.873,Z,CZ
SKU0289,Product 0289,31.9135,20.0,5.9513,0.0001,0.987,C,1.3333,1.2887,Z,CZ
SKU1600,Product 1600,31.872,20.0,9.5247,0.0001,0.9871,C,1.3333,2.8723,Z,CZ
SKU1257,Product 1257,31.6645,11.0,9.3999,0.0001,0.9872,C,0.7333,1.4997,Z,CZ
SKU0516,Product 0516,31.2744,32.0,15.2554,0.0001,0.9874,C,2.1333,1.276,Z,CZ
SKU0851,Product 0851,31.2578,72.0,5.4852,0.0001,0.9875,C,4.8,3.1093,Z,CZ
SKU0470,Product 0470,30.9756,35.0,6.2052,0.0001,0.9876,C,2.3333,1.8516,Z,CZ
SKU0254,Product 0254,30.5025,25.0,10.4277,0.0001,0.9878,C,1.6667,2.2978,Z,CZ
SKU1230,Product 1230,30.4693,149.0,17.1511,0.0001,0.9879,C,9.9333,2.5209,Z,CZ
SKU0013,Product 0013,30.4361,123.0,18.5207,0.0001,0.988,C,8.2,1.6317,Z,CZ
SKU0523,Product 0523,30.212,14.0,9.8329,0.0001,0.9882,C,0.9333,2.3775,Z,CZ
SKU0375,Product 0375,30.129,15.0,7.0376,0.0001,0.9883,C,1.0,2.8031,Z,CZ
SKU0018,Product 0018,29.88,20.0,11.1603,0.0001,0.9884,C,1.3333,1.6929,Z,CZ
SKU1445,Product 1445,29.8551,33.0,10.6237,0.0001,0.9886,C,2.2,1.8198,Z,CZ
SKU1001,Product 1001,29.5148,52.0,13.0117,0.0001,0.9887,C,3.4667,2.8987,Z,CZ
SKU1753,Product 1753,29.0666,22.0,9.9884,0.0001,0.9888,C,1.4667,1.8737,Z,CZ
SKU1029,Product 1029,28.552,22.0,10.0609,0.0001,0.9889,C,1.4667,2.601,Z,CZ
SKU0443,Product 0443,28.552,18.0,0.0968,0.0001,0.9891,C,1.2,3.873,Z,CZ
SKU0850,Product 0850,28.5271,64.0,5.4738,0.0001,0.9892,C,4.2667,2.7253,Z,CZ
SKU0461,Product 0461,28.386,19.0,14.4161,0.0001,0.9893,C,1.2667,2.5048,Z,CZ
SKU0918,Product 0918,28.0706,4.0,10.5588,0.0001,0.9894,C,0.2667,2.9955,Z,CZ
SKU1187,Product 1187,28.054,17.0,7.9391,0.0001,0.9895,C,1.1333,2.6443,Z,CZ
SKU1246,Product 1246,27.888,12.0,9.3434,0.0001,0.9897,C,0.8,2.0156,Z,CZ
SKU1377,Product 1377,27.307,5.0,7.5383,0.0001,0.9898,C,0.3333,2.1712,Z,CZ
SKU0852,Product 0852,26.9667,61.0,5.0375,0.0001,0.9899,C,4.0667,2.7952,Z,CZ
SKU1489,Product 1489,26.8505,24.0,10.7156,0.0001,0.99,C,1.6,1.5634,Z,CZ
SKU0880,Product 0880,26.8256,272.2,16.2306,0.0001,0.9901,C,18.1467,1.8206,Z,CZ
SKU1160,Product 1160,26.2944,10.0,8.0674,0.0001,0.9902,C,0.6667,3.1396,Z,CZ
SKU1314,Product 1314,26.228,16.0,7.8208,0.0001,0.9904,C,1.0667,1.7882,Z,CZ
SKU0645,Product 0645,26.1616,79.0,15.3898,0.0001,0.9905,C,5.2667,2.0292,Z,CZ
SKU1532,Product 1532,25.896,16.0,10.5396,0.0001,0.9906,C,1.0667,1.8229,Z,CZ
SKU1560,Product 1560,25.564,28.0,9.2286,0.0001,0.9907,C,1.8667,3.873,Z,CZ
SKU0525,Product 0525,24.9498,17.0,10.8183,0.0001,0.9908,C,1.1333,2.3313,Z,CZ
SKU0499,Product 0499,24.651,43.0,11.2122,0.0001,0.9909,C,2.8667,1.9009,Z,CZ
SKU0436,Product 0436,24.6261,99.0,17.519,0.0001,0.991,C,6.6,2.4557,Z,CZ
SKU1047,Product 1047,24.6012,8.0,7.3495,0.0001,0.9911,C,0.5333,2.639,Z,CZ
SKU0896,Product 0896,24.568,4.0,4.8729,0.0001,0.9912,C,0.2667,2.9955,Z,CZ
SKU0295,Product 0295,24.07,12.0,7.6787,0.0001,0.9913,C,0.8,2.2756,Z,CZ
SKU0894,Product 0894,23.904,4.0,4.3375,0.0001,0.9914,C,0.2667,2.2261,Z,CZ
SKU0792,Product 0792,23.821,20.0,4.2711,0.0001,0.9915,C,1.3333,2.5929,Z,CZ
SKU0676,Product 0676,23.821,21.0,5.5814,0.0001,0.9916,C,1.4,3.873,Z,CZ
SKU1477,Product 1477,23.655,19.0,9.017,0.0001,0.9917,C,1.2667,3.2478,Z,CZ
SKU1455,Product 1455,23.4724,27.0,10.242,0.0001,0.9918,C,1.8,1.9495,Z,CZ
SKU0889,Product 0889,23.4558,47.0,10.7243,0.0001,0.9919,C,3.1333,3.873,Z,CZ
SKU0875,Product 0875,23.24,58.0,7.1888,0.0001,0.992,C,3.8667,2.4238,Z,CZ
SKU0886,Product 0886,23.0076,20.0,13.7404,0.0001,0.9921,C,1.3333,3.873,Z,CZ
SKU0791,Product 0791,22.6258,19.0,4.0542,0.0001,0.9922,C,1.2667,2.6767,Z,CZ
SKU0488,Product 0488,22.576,14.0,10.9516,0.0001,0.9923,C,0.9333,3.873,Z,CZ
SKU0734,Product 0734,22.5428,10.0,8.1028,0.0001,0.9924,C,0.6667,3.873,Z,CZ
SKU1550,Product 1550,22.5345,20.0,7.8809,0.0001,0.9925,C,1.3333,2.7435,Z,CZ
SKU0649,Product 0649,22.41,11.0,7.4131,0.0001,0.9926,C,0.7333,3.873,Z,CZ
SKU0873,Product 0873,21.995,55.0,6.7817,0.0001,0.9927,C,3.6667,2.5577,Z,CZ
SKU0278,Product 0278,21.9618,19.0,11.8382,0.0001,0.9928,C,1.2667,2.8381,Z,CZ
SKU0683,Product 0683,21.414,13.0,10.7511,0.0001,0.9929,C,0.8667,2.7536,Z,CZ
SKU0789,Product 0789,21.2978,18.0,3.7303,0.0001,0.993,C,1.2,3.2459,Z,CZ
SKU0793,Product 0793,20.8081,18.0,3.3351,0.0001,0.9931,C,1.2,3.0732,Z,CZ
SKU0280,Product 0280,20.6172,83.0,6.5459,0.0001,0.9932,C,5.5333,2.9164,Z,CZ
SKU1475,Product 1475,20.5425,17.0,7.5528,0.0001,0.9933,C,1.1333,1.9973,Z,CZ
SKU0062,Product 0062,20.335,5.0,0.4092,0.0001,0.9933,C,0.3333,3.873,Z,CZ
SKU0114,Product 0114,20.335,5.0,1.2143,0.0001,0.9934,C,0.3333,2.6992,Z,CZ
SKU0028,Product 0028,20.335,18.0,10.493,0.0001,0.9935,C,1.2,3.4388,Z,CZ
SKU0504,Product 0504,19.92,15.0,-0.3553,0.0001,0.9936,C,1.0,3.873,Z,CZ
SKU0510,Product 0510,19.422,9.0,6.2723,0.0001,0.9937,C,0.6,1.972,Z,CZ
SKU0826,Product 0826,19.422,8.0,7.0974,0.0001,0.9938,C,0.5333,3.3889,Z,CZ
SKU0876,Product 0876,19.2975,48.0,6.001,0.0001,0.9939,C,3.2,2.6151,Z,CZ
SKU0471,Product 0471,19.2726,13.0,8.2948,0.0001,0.9939,C,0.8667,2.0393,Z,CZ
SKU0833,Product 0833,19.2726,36.0,2.0967,0.0001,0.994,C,2.4,2.0156,Z,CZ
SKU0131,Product 0131,19.09,12.0,3.4433,0.0001,0.9941,C,0.8,2.4183,Z,CZ
SKU1580,Product 1580,19.09,9.0,-2.8582,0.0001,0.9942,C,0.6,2.1639,Z,CZ
SKU0888,Product 0888,18.7995,84.0,6.8637,0.0001,0.9943,C,5.6,3.873,Z,CZ
SKU1478,Product 1478,18.675,15.0,7.2078,0.0001,0.9944,C,1.0,1.7321,Z,CZ
SKU0168,Product 0168,18.675,15.0,11.1988,0.0001,0.9944,C,1.0,2.6458,Z,CZ
SKU1479,Product 1479,18.675,15.0,7.0928,0.0001,0.9945,C,1.0,3.873,Z,CZ
SKU0116,Product 0116,18.6003,12.0,3.0484,0.0001,0.9946,C,0.8,2.2756,Z,CZ
SKU0460,Product 0460,18.592,8.0,9.202,0.0001,0.9947,C,0.5333,2.1102,Z,CZ
SKU1689,Product 1689,18.2019,13.0,6.0714,0.0001,0.9948,C,0.8667,2.7189,Z,CZ
SKU0212,Product 0212,17.928,4.0,6.1958,0.0001,0.9948,C,0.2667,2.9955,Z,CZ
SKU0997,Product 0997,17.928,11.0,8.5235,0.0001,0.9949,C,0.7333,3.873,Z,CZ
SKU1315,Product 1315,17.928,11.0,4.8715,0.0001,0.995,C,0.7333,3.873,Z,CZ
SKU1247,Product 1247,17.43,8.0,5.2917,0.0001,0.9951,C,0.5333,1.5634,Z,CZ
SKU0014,Product 0014,17.4134,73.0,8.6516,0.0001,0.9951,C,4.8667,1.356,Z,CZ
SKU0823,Product 0823,17.181,5.0,4.767,0.0001,0.9952,C,0.3333,2.1712,Z,CZ
SKU1454,Product 1454,16.8905,19.0,6.59,0.0001,0.9953,C,1.2667,3.873,Z,CZ
SKU1375,Product 1375,16.849,3.0,4.8978,0.0001,0.9954,C,0.2,2.8031,Z,CZ
SKU0103,Product 0103,16.434,2.0,-1.031,0.0001,0.9954,C,0.1333,3.873,Z,CZ
SKU0827,Product 0827,16.434,7.0,5.2936,0.0001,0.9955,C,0.4667,2.2716,Z,CZ
SKU1682,Product 1682,16.434,10.0,4.7552,0.0001,0.9956,C,0.6667,2.6992,Z,CZ
SKU1743,Product 1743,16.351,197.0,0.0,0.0001,0.9956,C,13.1333,2.5076,Z,CZ
SKU0353,Product 0353,16.3178,27.0,-1.2526,0.0001,0.9957,C,1.8,2.1639,Z,CZ
SKU1272,Product 1272,16.268,3.0,5.0178,0.0001,0.9958,C,0.2,3.873,Z,CZ
SKU0648,Product 0648,16.185,8.0,5.2985,0.0001,0.9958,C,0.5333,3.873,Z,CZ
SKU0130,Product 0130,16.019,10.0,2.9587,0.0001,0.9959,C,0.6667,2.6992,Z,CZ
SKU0944,Product 0944,15.9775,9.0,7.7083,0.0001,0.996,C,0.6,2.0702,Z,CZ
SKU0916,Product 0916,15.8945,45.055,-20.4047,0.0001,0.9961,C,3.0037,3.7449,Z,CZ
SKU1191,Product 1191,15.8613,5.0,5.9563,0.0001,0.9961,C,0.3333,3.1396,Z,CZ
SKU0343,Product 0343,15.77,19.0,7.7223,0.0001,0.9962,C,1.2667,3.873,Z,CZ
SKU0515,Product 0515,15.7368,16.0,7.722,0.0001,0.9963,C,1.0667,1.7165,Z,CZ
SKU0872,Product 0872,15.7202,2.8,3.1957,0.0001,0.9963,C,0.1867,3.7676,Z,CZ
SKU0837,Product 0837,15.687,188.0,3.8084,0.0001,0.9964,C,12.5333,3.4174,Z,CZ
SKU1376,Product 1376,15.687,3.0,3.9607,0.0001,0.9965,C,0.2,2.8031,Z,CZ
SKU1342,Product 1342,15.521,10.0,6.6202,0.0001,0.9965,C,0.6667,1.9365,Z,CZ
SKU0596,Product 0596,15.4546,5.0,4.1604,0.0001,0.9966,C,0.3333,2.6992,Z,CZ
SKU1144,Product 1144,15.189,6.0,4.3351,0.0001,0.9967,C,0.4,2.8031,Z,CZ
SKU1344,Product 1344,15.1558,13.0,4.2102,0.0001,0.9967,C,0.8667,2.7536,Z,CZ
SKU0051,Product 0051,14.94,5.0,8.5999,0.0001,0.9968,C,0.3333,2.1712,Z,CZ
SKU1575,Product 1575,14.774,11.0,5.6451,0.0001,0.9969,C,0.7333,3.873,Z,CZ
SKU0795,Product 0795,14.608,19.0,5.6659,0.0001,0.9969,C,1.2667,3.873,Z,CZ
SKU0029,Product 0029,13.9855,34.0,8.3589,0.0001,0.997,C,2.2667,3.873,Z,CZ
SKU1007,Product 1007,13.861,32.0,-5.9026,0.0001,0.997,C,2.1333,3.873,Z,CZ
SKU1473,Product 1473,13.695,11.0,5.7729,0.0001,0.9971,C,0.7333,2.443,Z,CZ
SKU0027,Product 0027,13.695,14.0,6.8876,0.0001,0.9972,C,0.9333,2.9052,Z,CZ
SKU0924,Product 0924,13.6286,70.0,3.9662,0.0001,0.9972,C,4.6667,3.873,Z,CZ
SKU0025,Product 0025,13.5705,11.0,7.1253,0.0001,0.9973,C,0.7333,2.027,Z,CZ
SKU1244,Product 1244,13.446,6.0,4.2699,0.0001,0.9973,C,0.4,2.2756,Z,CZ
SKU1250,Product 1250,12.9978,6.0,3.9772,0.0001,0.9974,C,0.4,2.8031,Z,CZ
SKU0868,Product 0868,12.9314,7.0,2.1202,0.0001,0.9974,C,0.4667,2.79,Z,CZ
SKU0333,Product 0333,12.782,7.0,5.1319,0.0001,0.9975,C,0.4667,3.3263,Z,CZ
SKU0822,Product 0822,12.782,2.0,3.9171,0.0001,0.9976,C,0.1333,2.639,Z,CZ
SKU0267,Product 0267,12.5994,7.0,3.897,0.0001,0.9976,C,0.4667,2.6699,Z,CZ
SKU0421,Product 0421,12.45,14.0,2.4193,0.0001,0.9977,C,0.9333,3.3263,Z,CZ
SKU0224,Product 0224,12.45,6.0,4.4505,0.0001,0.9977,C,0.4,3.873,Z,CZ
SKU0150,Product 0150,12.45,5.0,4.943,0.0001,0.9978,C,0.3333,3.1396,Z,CZ
SKU1168,Product 1168,12.367,1.0,0.5919,0.0001,0.9978,C,0.0667,3.873,Z,CZ
SKU0915,Product 0915,11.9354,2.07,4.471,0.0001,0.9979,C,0.138,2.6687,Z,CZ
SKU1063,Product 1063,11.8275,48.0,6.4711,0.0001,0.9979,C,3.2,2.2664,Z,CZ
SKU0828,Product 0828,11.703,5.0,3.545,0.0001,0.998,C,0.3333,2.6992,Z,CZ
SKU0403,Product 0403,11.6698,10.0,3.5684,0.0001,0.998,C,0.6667,2.4495,Z,CZ
SKU0186,Product 0186,11.62,5.0,4.5447,0.0001,0.9981,C,0.3333,2.6992,Z,CZ
SKU0870,Product 0870,11.4042,6.0,2.0754,0.0,0.9981,C,0.4,2.2756,Z,CZ
SKU1245,Product 1245,11.205,5.0,3.5583,0.0,0.9982,C,0.3333,1.8516,Z,CZ
SKU1774,Product 1774,11.205,9.0,0.3952,0.0,0.9982,C,0.6,2.1639,Z,CZ
SKU0866,Product 0866,10.79,2.0,-1.026,0.0,0.9983,C,0.1333,3.873,Z,CZ
SKU1570,Product 1570,10.5825,9.0,3.6041,0.0,0.9983,C,0.6,3.873,Z,CZ
SKU0813,Product 0813,10.2256,46.0,6.6544,0.0,0.9984,C,3.0667,3.873,Z,CZ
SKU0238,Product 0238,9.96,8.0,3.4994,0.0,0.9984,C,0.5333,2.9105,Z,CZ
SKU0830,Product 0830,9.8023,124.0,3.829,0.0,0.9984,C,8.2667,2.6709,Z,CZ
SKU0048,Product 0048,9.5616,4.0,5.0154,0.0,0.9985,C,0.2667,2.639,Z,CZ
SKU0862,Product 0862,9.545,1.0,2.5184,0.0,0.9985,C,0.0667,3.873,Z,CZ
SKU0134,Product 0134,8.7897,36.0,4.8142,0.0,0.9986,C,2.4,2.9955,Z,CZ
SKU1351,Product 1351,8.715,3.0,2.9355,0.0,0.9986,C,0.2,3.873,Z,CZ
SKU1480,Product 1480,8.715,7.0,3.7155,0.0,0.9986,C,0.4667,3.3263,Z,CZ
SKU1171,Product 1171,8.0925,4.0,2.2857,0.0,0.9987,C,0.2667,2.9955,Z,CZ
SKU1170,Product 1170,8.0095,5.0,2.2847,0.0,0.9987,C,0.3333,2.6992,Z,CZ
SKU0914,Product 0914,7.9929,1.086,3.1708,0.0,0.9987,C,0.0724,2.644,Z,CZ
SKU0895,Product 0895,7.885,1.0,1.9101,0.0,0.9988,C,0.0667,3.873,Z,CZ
SKU1198,Product 1198,7.6277,11.0,1.1241,0.0,0.9988,C,0.7333,2.2148,Z,CZ
SKU0767,Product 0767,7.47,2.0,3.8819,0.0,0.9988,C,0.1333,3.873,Z,CZ
SKU1134,Product 1134,7.47,1.0,1.9362,0.0,0.9989,C,0.0667,3.873,Z,CZ
SKU0435,Product 0435,7.221,29.0,5.1934,0.0,0.9989,C,1.9333,3.0878,Z,CZ
SKU1269,Product 1269,7.1712,5.0,2.5877,0.0,0.9989,C,0.3333,3.873,Z,CZ
SKU0332,Product 0332,6.8558,6.0,2.5064,0.0,0.999,C,0.4,2.2756,Z,CZ
SKU1295,Product 1295,6.723,3.0,2.1989,0.0,0.999,C,0.2,2.8031,Z,CZ
SKU0262,Product 0262,6.64,8.0,0.9939,0.0,0.999,C,0.5333,3.3889,Z,CZ
SKU1075,Product 1075,6.64,4.0,1.8124,0.0,0.9991,C,0.2667,3.873,Z,CZ
SKU0797,Product 0797,6.5072,5.0,2.2213,0.0,0.9991,C,0.3333,3.873,Z,CZ
SKU1745,Product 1745,6.225,75.0,0.0,0.0,0.9991,C,5.0,2.6033,Z,CZ
SKU0940,Product 0940,6.142,2.0,3.3929,0.0,0.9991,C,0.1333,3.873,Z,CZ
SKU0110,Product 0110,5.9926,2.0,1.509,0.0,0.9992,C,0.1333,2.639,Z,CZ
SKU1309,Product 1309,5.976,4.0,2.5743,0.0,0.9992,C,0.2667,2.9955,Z,CZ
SKU0775,Product 0775,5.976,6.0,2.0597,0.0,0.9992,C,0.4,3.873,Z,CZ
SKU0002,Product 0002,5.9428,18.0,3.8166,0.0,0.9992,C,1.2,3.2459,Z,CZ
SKU1571,Product 1571,5.8515,5.0,1.98,0.0,0.9993,C,0.3333,3.873,Z,CZ
SKU0414,Product 0414,5.8266,4.0,2.2859,0.0,0.9993,C,0.2667,2.639,Z,CZ
SKU1530,Product 1530,5.81,5.0,2.3137,0.0,0.9993,C,0.3333,2.6992,Z,CZ
SKU0893,Product 0893,5.727,1.0,4.6185,0.0,0.9993,C,0.0667,3.873,Z,CZ
SKU1004,Product 1004,5.727,11.0,-1.2404,0.0,0.9994,C,0.7333,3.873,Z,CZ
SKU1752,Product 1752,5.644,4.0,2.1361,0.0,0.9994,C,0.2667,2.9955,Z,CZ
SKU0787,Product 0787,5.312,4.0,4.2838,0.0,0.9994,C,0.2667,3.873,Z,CZ
SKU1145,Product 1145,5.312,2.0,1.6492,0.0,0.9994,C,0.1333,3.873,Z,CZ
SKU1292,Product 1292,4.98,5.0,1.8277,0.0,0.9995,C,0.3333,2.1712,Z,CZ
SKU1177,Product 1177,4.98,3.0,-0.3752,0.0,0.9995,C,0.2,3.873,Z,CZ
SKU0620,Product 0620,4.98,2.0,1.6265,0.0,0.9995,C,0.1333,3.873,Z,CZ
SKU0865,Product 0865,4.8555,1.0,-1.3631,0.0,0.9995,C,0.0667,3.873,Z,CZ
SKU1023,Product 1023,4.7725,0.508,1.6983,0.0,0.9995,C,0.0339,3.873,Z,CZ
SKU1714,Product 1714,4.648,4.0,1.8841,0.0,0.9996,C,0.2667,3.873,Z,CZ
SKU1363,Product 1363,4.482,2.0,1.4363,0.0,0.9996,C,0.1333,2.639,Z,CZ
SKU0003,Product 0003,4.316,13.0,2.7762,0.0,0.9996,C,0.8667,2.8553,Z,CZ
SKU0835,Product 0835,4.15,1.0,1.6453,0.0,0.9996,C,0.0667,3.873,Z,CZ
SKU0036,Product 0036,4.15,5.0,0.0683,0.0,0.9996,C,0.3333,3.873,Z,CZ
SKU0466,Product 0466,3.984,3.0,1.2985,0.0,0.9996,C,0.2,2.8031,Z,CZ
SKU0263,Product 0263,3.735,3.0,1.3932,0.0,0.9997,C,0.2,2.8031,Z,CZ
SKU1535,Product 1535,3.486,3.0,1.3883,0.0,0.9997,C,0.2,2.8031,Z,CZ
SKU0253,Product 0253,3.32,2.0,1.6422,0.0,0.9997,C,0.1333,3.873,Z,CZ
SKU0714,Product 0714,3.32,1.0,2.7213,0.0,0.9997,C,0.0667,3.873,Z,CZ
SKU0107,Product 0107,3.2536,5.0,1.1642,0.0,0.9997,C,0.3333,2.4495,Z,CZ
SKU0825,Product 0825,2.988,1.0,0.758,0.0,0.9997,C,0.0667,3.873,Z,CZ
SKU1116,Product 1116,2.988,4.0,0.7129,0.0,0.9997,C,0.2667,2.9955,Z,CZ
SKU1695,Product 1695,2.988,36.0,0.0,0.0,0.9998,C,2.4,2.0156,Z,CZ
SKU0011,Product 0011,2.988,2.0,1.2664,0.0,0.9998,C,0.1333,3.873,Z,CZ
SKU0926,Product 0926,2.9465,8.0,1.6312,0.0,0.9998,C,0.5333,3.873,Z,CZ
SKU1488,Product 1488,2.905,7.0,-0.8726,0.0,0.9998,C,0.4667,3.873,Z,CZ
SKU1742,Product 1742,2.822,34.0,0.0,0.0,0.9998,C,2.2667,2.2648,Z,CZ
SKU0179,Product 0179,2.822,1.0,0.8938,0.0,0.9998,C,0.0667,3.873,Z,CZ
SKU1520,Product 1520,2.6892,2.0,0.7601,0.0,0.9998,C,0.1333,3.873,Z,CZ
SKU0371,Product 0371,2.573,2.0,0.366,0.0,0.9998,C,0.1333,3.873,Z,CZ
SKU0365,Product 0365,2.49,2.0,0.8285,0.0,0.9999,C,0.1333,3.873,Z,CZ
SKU1657,Product 1657,2.49,5.0,-1.279,0.0,0.9999,C,0.3333,3.873,Z,CZ
SKU0239,Product 0239,2.49,2.0,0.8624,0.0,0.9999,C,0.1333,2.639,Z,CZ
SKU0336,Product 0336,2.49,2.0,0.7296,0.0,0.9999,C,0.1333,3.873,Z,CZ
SKU0772,Product 0772,2.241,2.0,0.8907,0.0,0.9999,C,0.1333,2.639,Z,CZ
SKU0674,Product 0674,2.2078,2.0,1.0975,0.0,0.9999,C,0.1333,3.873,Z,CZ
SKU1099,Product 1099,2.075,1.0,0.2195,0.0,0.9999,C,0.0667,3.873,Z,CZ
SKU0293,Product 0293,2.075,1.0,0.7048,0.0,0.9999,C,0.0667,3.873,Z,CZ
SKU0869,Product 0869,1.8592,1.0,0.3125,0.0,0.9999,C,0.0667,3.873,Z,CZ
SKU1307,Product 1307,1.8592,2.0,0.5199,0.0,0.9999,C,0.1333,2.639,Z,CZ
SKU0700,Product 0700,1.743,21.0,0.2089,0.0,0.9999,C,1.4,3.4972,Z,CZ
SKU0790,Product 0790,1.66,1.0,0.3563,0.0,1.0,C,0.0667,3.873,Z,CZ
SKU1403,Product 1403,1.577,1.0,0.7365,0.0,1.0,C,0.0667,3.873,Z,CZ
SKU0453,Product 0453,1.328,1.0,0.5895,0.0,1.0,C,0.0667,3.873,Z,CZ
SKU1672,Product 1672,1.245,1.0,0.4561,0.0,1.0,C,0.0667,3.873,Z,CZ
SKU0210,Product 0210,1.245,1.0,0.5123,0.0,1.0,C,0.0667,3.873,Z,CZ
