sku,product_name,location,current_qty,unit_cost,supplier,recent_units,recent_revenue,avg_weekly_demand
SKU1535,Product 1535,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1535,Product 1535,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1535,Product 1535,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1535,Product 1535,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1536,Product 1536,Warehouse,0.0,0.4234,Supplier 24,0.0,0.0,0.0
SKU1537,Product 1537,Warehouse,0.0,0.4814,Supplier 24,0.0,0.0,0.0
SKU1538,Product 1538,Store A,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU1538,Product 1538,Store B,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU1538,Product 1538,Store C,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU1538,Product 1538,Warehouse,0.0,0.0,Supplier 02,0.0,0.0,0.0
SKU1539,Product 1539,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1539,Product 1539,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1539,Product 1539,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1539,Product 1539,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1540,Product 1540,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1540,Product 1540,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1540,Product 1540,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1540,Product 1540,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1541,Product 1541,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1541,Product 1541,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1541,Product 1541,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1541,Product 1541,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1542,Product 1542,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1542,Product 1542,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1542,Product 1542,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1543,Product 1543,Warehouse,14.0,0.7636,Supplier 24,0.0,0.0,0.0
SKU1544,Product 1544,Warehouse,4.0,0.8051,Supplier 24,0.0,0.0,0.0
SKU1545,Product 1545,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1545,Product 1545,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1545,Product 1545,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1545,Product 1545,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1546,Product 1546,Warehouse,0.0,0.3818,Supplier 24,0.0,0.0,0.0
SKU1547,Product 1547,Warehouse,0.0,0.3154,Supplier 24,0.0,0.0,0.0
SKU1548,Product 1548,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1548,Product 1548,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1548,Product 1548,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1548,Product 1548,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1549,Product 1549,Warehouse,0.0,0.5064,Supplier 24,0.0,0.0,0.0
SKU1550,Product 1550,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1550,Product 1550,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1550,Product 1550,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1551,Product 1551,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1552,Product 1552,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1552,Product 1552,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1552,Product 1552,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1552,Product 1552,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1553,Product 1553,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1553,Product 1553,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1553,Product 1553,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1553,Product 1553,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1554,Product 1554,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1554,Product 1554,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1555,Product 1555,Warehouse,0.0,0.8466,Supplier 24,0.0,0.0,0.0
SKU1556,Product 1556,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1557,Product 1557,Warehouse,0.0,0.3901,Supplier 24,0.0,0.0,0.0
SKU1558,Product 1558,Warehouse,0.0,0.3818,Supplier 24,0.0,0.0,0.0
SKU1559,Product 1559,Warehouse,24.0,0.3818,Supplier 24,0.0,0.0,0.0
SKU1560,Product 1560,Warehouse,48.0,0.4067,Supplier 24,0.0,0.0,0.0
SKU1561,Product 1561,Warehouse,0.0,0.4067,Supplier 24,0.0,0.0,0.0
SKU1562,Product 1562,Warehouse,0.0,0.4067,Supplier 24,0.0,0.0,0.0
SKU1563,Product 1563,Warehouse,0.0,0.4067,Supplier 24,0.0,0.0,0.0
SKU1564,Product 1564,Warehouse,0.0,0.2905,Supplier 24,0.0,0.0,0.0
SKU1565,Product 1565,Warehouse,0.0,0.2905,Supplier 24,0.0,0.0,0.0
SKU1566,Product 1566,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1566,Product 1566,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1566,Product 1566,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1566,Product 1566,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1567,Product 1567,Store A,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1567,Product 1567,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1568,Product 1568,Warehouse,0.0,0.5064,Supplier 24,0.0,0.0,0.0
SKU1569,Product 1569,Store B,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1569,Product 1569,Store C,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1569,Product 1569,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1570,Product 1570,Warehouse,0.0,0.548,Supplier 24,0.0,0.0,0.0
SKU1571,Product 1571,Warehouse,0.0,0.548,Supplier 24,0.0,0.0,0.0
SKU1572,Product 1572,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1573,Product 1573,Warehouse,0.0,0.0,Supplier 24,0.0,0.0,0.0
SKU1574,Product 1574,Warehouse,12.0,4.3327,Supplier 24,0.0,0.0,0.0
SKU1575,Product 1575,Store A,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU1575,Product 1575,Store B,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU1575,Product 1575,Store C,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU1575,Product 1575,Warehouse,0.0,0.0,Supplier 64,0.0,0.0,0.0
SKU1576,Product 1576,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1576,Product 1576,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1576,Product 1576,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1576,Product 1576,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1577,Product 1577,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1577,Product 1577,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1577,Product 1577,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1577,Product 1577,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1578,Product 1578,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1578,Product 1578,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1578,Product 1578,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1578,Product 1578,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1579,Product 1579,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1579,Product 1579,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1579,Product 1579,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1579,Product 1579,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1580,Product 1580,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1580,Product 1580,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1580,Product 1580,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1580,Product 1580,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1581,Product 1581,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1581,Product 1581,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1581,Product 1581,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1581,Product 1581,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1582,Product 1582,Store A,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1582,Product 1582,Store B,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1582,Product 1582,Store C,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1582,Product 1582,Warehouse,0.0,0.0,Supplier 13,0.0,0.0,0.0
SKU1583,Product 1583,Store A,0.0,0.0,Supplier 74,0.0,0.0,0.0
SKU1583,Product 1583,Store B,0.0,0.0,Supplier 74,0.0,0.0,0.0
SKU1583,Product 1583,Store C,0.0,0.0,Supplier 74,0.0,0.0,0.0
SKU1583,Product 1583,Warehouse,0.0,0.0,Supplier 74,0.0,0.0,0.0
SKU1584,Product 1584,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1584,Product 1584,Warehouse,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1585,Product 1585,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1586,Product 1586,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1586,Product 1586,Warehouse,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1587,Product 1587,Warehouse,18.0,0.5063,Supplier 46,0.0,0.0,0.0
SKU1588,Product 1588,Warehouse,51.0,0.5063,Supplier 46,0.0,0.0,0.0
SKU1589,Product 1589,Warehouse,45.0,0.6059,Supplier 46,0.0,0.0,0.0
SKU1590,Product 1590,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1590,Product 1590,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1590,Product 1590,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1590,Product 1590,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1591,Product 1591,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1591,Product 1591,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1591,Product 1591,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1591,Product 1591,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1592,Product 1592,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1592,Product 1592,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1592,Product 1592,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1593,Product 1593,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1593,Product 1593,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1593,Product 1593,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1593,Product 1593,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1594,Product 1594,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1594,Product 1594,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1594,Product 1594,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1594,Product 1594,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1595,Product 1595,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1595,Product 1595,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1595,Product 1595,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1595,Product 1595,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1596,Product 1596,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1596,Product 1596,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1596,Product 1596,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1596,Product 1596,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1597,Product 1597,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1598,Product 1598,Warehouse,9.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1599,Product 1599,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1600,Product 1600,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1600,Product 1600,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1600,Product 1600,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1600,Product 1600,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1601,Product 1601,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1601,Product 1601,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1601,Product 1601,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1601,Product 1601,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1602,Product 1602,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1602,Product 1602,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1602,Product 1602,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1602,Product 1602,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1603,Product 1603,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1603,Product 1603,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1603,Product 1603,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1603,Product 1603,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1604,Product 1604,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1604,Product 1604,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1604,Product 1604,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1604,Product 1604,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1605,Product 1605,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1605,Product 1605,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1606,Product 1606,Warehouse,24.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1607,Product 1607,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1608,Product 1608,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1608,Product 1608,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1608,Product 1608,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1608,Product 1608,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1609,Product 1609,Warehouse,36.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1610,Product 1610,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1611,Product 1611,Warehouse,8.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1612,Product 1612,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1612,Product 1612,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1612,Product 1612,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1612,Product 1612,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1613,Product 1613,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1614,Product 1614,Warehouse,12.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1615,Product 1615,Warehouse,24.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1616,Product 1616,Warehouse,24.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1617,Product 1617,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1617,Product 1617,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1617,Product 1617,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1618,Product 1618,Warehouse,15.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1619,Product 1619,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1619,Product 1619,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1619,Product 1619,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1619,Product 1619,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1620,Product 1620,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1620,Product 1620,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1620,Product 1620,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1620,Product 1620,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1621,Product 1621,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1622,Product 1622,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1622,Product 1622,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1622,Product 1622,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1622,Product 1622,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1623,Product 1623,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1623,Product 1623,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1623,Product 1623,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1623,Product 1623,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1624,Product 1624,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1624,Product 1624,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1624,Product 1624,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1624,Product 1624,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1625,Product 1625,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1625,Product 1625,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1625,Product 1625,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1625,Product 1625,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1626,Product 1626,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1626,Product 1626,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1626,Product 1626,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1626,Product 1626,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1627,Product 1627,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1627,Product 1627,Store B,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1627,Product 1627,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1627,Product 1627,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1628,Product 1628,Store A,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1628,Product 1628,Store C,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1628,Product 1628,Warehouse,0.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1629,Product 1629,Warehouse,159.0,0.0,Supplier 07,0.0,0.0,0.0
SKU1630,Product 1630,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1630,Product 1630,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1630,Product 1630,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1630,Product 1630,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1631,Product 1631,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1631,Product 1631,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1631,Product 1631,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1631,Product 1631,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1632,Product 1632,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1632,Product 1632,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1632,Product 1632,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1632,Product 1632,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1633,Product 1633,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1633,Product 1633,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1633,Product 1633,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1633,Product 1633,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1634,Product 1634,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1634,Product 1634,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1634,Product 1634,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1634,Product 1634,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1635,Product 1635,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1635,Product 1635,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1635,Product 1635,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1635,Product 1635,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1636,Product 1636,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1636,Product 1636,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1636,Product 1636,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1636,Product 1636,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1637,Product 1637,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1637,Product 1637,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1637,Product 1637,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1637,Product 1637,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1638,Product 1638,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1638,Product 1638,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1638,Product 1638,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1639,Product 1639,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1639,Product 1639,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1639,Product 1639,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1639,Product 1639,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1640,Product 1640,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1640,Product 1640,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1640,Product 1640,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1641,Product 1641,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1641,Product 1641,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1641,Product 1641,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1641,Product 1641,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1642,Product 1642,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1642,Product 1642,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1642,Product 1642,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1642,Product 1642,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1643,Product 1643,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1643,Product 1643,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1643,Product 1643,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1643,Product 1643,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1644,Product 1644,Store A,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1644,Product 1644,Store B,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1644,Product 1644,Store C,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1644,Product 1644,Warehouse,0.0,0.0,Supplier 75,0.0,0.0,0.0
SKU1645,Product 1645,Warehouse,60.0,1.0873,Supplier 75,0.0,0.0,0.0
SKU1646,Product 1646,Warehouse,132.0,1.0873,Supplier 75,0.0,0.0,0.0
SKU1647,Product 1647,Warehouse,84.0,1.0458,Supplier 75,0.0,0.0,0.0
SKU1648,Product 1648,Warehouse,54.0,1.1537,Supplier 75,0.0,0.0,0.0
SKU1649,Product 1649,Warehouse,54.0,1.1537,Supplier 75,0.0,0.0,0.0
SKU1650,Product 1650,Warehouse,106.0,1.9588,Supplier 75,0.0,0.0,0.0
SKU1651,Product 1651,Warehouse,34.0,1.9588,Supplier 75,0.0,0.0,0.0
SKU1652,Product 1652,Warehouse,130.0,2.3323,Supplier 75,0.0,0.0,0.0
SKU1653,Product 1653,Store A,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1653,Product 1653,Store B,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1653,Product 1653,Store C,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1653,Product 1653,Warehouse,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1654,Product 1654,Store A,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1654,Product 1654,Store B,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1654,Product 1654,Store C,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1654,Product 1654,Warehouse,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1655,Product 1655,Store A,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1655,Product 1655,Store B,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1655,Product 1655,Store C,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1655,Product 1655,Warehouse,0.0,0.0,Supplier 53,0.0,0.0,0.0
SKU1656,Product 1656,Store A,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1656,Product 1656,Store B,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1656,Product 1656,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1656,Product 1656,Warehouse,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1657,Product 1657,Store A,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1657,Product 1657,Store B,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1657,Product 1657,Store C,0.0,0.0,Supplier 18,0.0,0.0,0.0
SKU1657,Product 1657,Warehouse,0.0,0.0,Supplier 18,0.0,0.0,0.0
